Close,CloseTarget,MACD,MACDTarget,Stochastics,StochasticsTarget,ATR,ATRTarget
1.4622,1.4615,0.0123802938,0.0125291232,79.5,78.625,0.0209,0.0124
1.4615,1.4418,0.0125291232,0.0109982948,78.625,54,0.0124,0.0315
1.4418,1.4104,0.0109982948,0.0074794055,54,9.7883597884,0.0315,0.0417
1.4104,1.4021,0.0074794055,0.0043209002,9.7883597884,0,0.0417,0.02
1.4021,1.3818,0.0043209002,0.0006508333,0,0,0.02,0.0282
1.3818,1.3771,0.0006508333,-0.0021435841,0,0,0.0282,0.0203
1.3771,1.349,-0.0021435841,-0.0059089471,0,0,0.0203,0.0328
1.349,1.3619,-0.0059089471,-0.0072884791,0,9.9537037037,0.0328,0.026
1.3619,1.363,-0.0072884791,-0.0077805488,9.9537037037,10.8024691358,0.026,0.0214
1.363,1.3597,-0.0077805488,-0.0079381731,10.8024691358,8.2561728395,0.0214,0.0205
1.3597,1.3414,-0.0079381731,-0.0089228176,8.2561728395,0,0.0205,0.0393
1.3414,1.3593,-0.0089228176,-0.0078500558,0,14.8178807947,0.0393,0.0269
1.3593,1.3624,-0.0078500558,-0.0064144074,14.8178807947,17.3841059603,0.0269,0.0185
1.3624,1.346,-0.0064144074,-0.0061613775,17.3841059603,3.8301415487,0.0185,0.0232
1.346,1.3487,-0.0061613775,-0.0053720155,3.8301415487,7.2709163347,0.0232,0.0193
1.3487,1.3409,-0.0053720155,-0.0049773826,7.2709163347,0,0.0193,0.0131
1.3409,1.3344,-0.0049773826,-0.0047746708,0,0,0.0131,0.0246
1.3344,1.3059,-0.0047746708,-0.0062878025,0,0,0.0246,0.0304
1.3059,1.2854,-0.0062878025,-0.0083810168,0,0,0.0304,0.0305
1.2854,1.298,-0.0083810168,-0.0084305105,0,16.2371134021,0.0305,0.0276
1.298,1.2624,-0.0084305105,-0.0104882453,16.2371134021,0,0.0276,0.0482
1.2624,1.2467,-0.0104882453,-0.0124557172,0,0,0.0482,0.0353
1.2467,1.2715,-0.0124557172,-0.0113748756,0,21.4347450303,0.0353,0.0414
1.2715,1.2963,-0.0113748756,-0.0081661078,21.4347450303,42.8694900605,0.0414,0.0367
